"sigma (Pa)","vtkValidPointMask","vtkGhostType"
5.53619e-03,1,0
5.39785e-03,1,0
5.25951e-03,1,0
5.12117e-03,1,0
4.98283e-03,1,0
4.84450e-03,1,0
4.70616e-03,1,0
4.56782e-03,1,0
4.42948e-03,1,0
4.29115e-03,1,0
4.15281e-03,1,0
4.01447e-03,1,0
3.87613e-03,1,0
3.73779e-03,1,0
3.59946e-03,1,0
3.46112e-03,1,0
3.32278e-03,1,0
3.18444e-03,1,0
3.04611e-03,1,0
2.90777e-03,1,0
2.76943e-03,1,0
2.63109e-03,1,0
2.49275e-03,1,0
2.35442e-03,1,0
2.21608e-03,1,0
2.07774e-03,1,0
1.93940e-03,1,0
1.80107e-03,1,0
1.66273e-03,1,0
1.52439e-03,1,0
1.38605e-03,1,0
1.24772e-03,1,0
1.22500e-03,1,0
1.22896e-03,1,0
1.23292e-03,1,0
1.23688e-03,1,0
1.24085e-03,1,0
1.24481e-03,1,0
1.24877e-03,1,0
1.25273e-03,1,0
1.25670e-03,1,0
1.26066e-03,1,0
1.26462e-03,1,0
1.26858e-03,1,0
1.27255e-03,1,0
1.27651e-03,1,0
1.28047e-03,1,0
1.28443e-03,1,0
1.28840e-03,1,0
1.29236e-03,1,0
1.29632e-03,1,0
1.30028e-03,1,0
1.30425e-03,1,0
1.30821e-03,1,0
1.31217e-03,1,0
1.31613e-03,1,0
1.32010e-03,1,0
1.32406e-03,1,0
1.32802e-03,1,0
1.33198e-03,1,0
1.33595e-03,1,0
1.33991e-03,1,0
1.34387e-03,1,0
1.34110e-03,1,0
1.33430e-03,1,0
1.32750e-03,1,0
1.32070e-03,1,0
1.31389e-03,1,0
1.30709e-03,1,0
1.30029e-03,1,0
1.29348e-03,1,0
1.28668e-03,1,0
1.27988e-03,1,0
1.27308e-03,1,0
1.26627e-03,1,0
1.25947e-03,1,0
1.25267e-03,1,0
1.24586e-03,1,0
1.23906e-03,1,0
1.23226e-03,1,0
1.22545e-03,1,0
1.21865e-03,1,0
1.21185e-03,1,0
1.20505e-03,1,0
1.19824e-03,1,0
1.19144e-03,1,0
1.18464e-03,1,0
1.17783e-03,1,0
1.17103e-03,1,0
1.16423e-03,1,0
1.15743e-03,1,0
1.15062e-03,1,0
1.14382e-03,1,0
1.13702e-03,1,0
1.12925e-03,1,0
1.12023e-03,1,0
1.11121e-03,1,0
1.10220e-03,1,0
1.09318e-03,1,0
1.08416e-03,1,0
1.07515e-03,1,0
1.06613e-03,1,0
1.05712e-03,1,0
1.04810e-03,1,0
1.03908e-03,1,0
1.03007e-03,1,0
1.02105e-03,1,0
1.01204e-03,1,0
1.00302e-03,1,0
9.94003e-04,1,0
9.84987e-04,1,0
9.75971e-04,1,0
9.66954e-04,1,0
9.57938e-04,1,0
9.48922e-04,1,0
9.39906e-04,1,0
9.30890e-04,1,0
9.21874e-04,1,0
9.12857e-04,1,0
9.03841e-04,1,0
8.94825e-04,1,0
8.85809e-04,1,0
8.76793e-04,1,0
8.67776e-04,1,0
8.58760e-04,1,0
8.50707e-04,1,0
8.45541e-04,1,0
8.40375e-04,1,0
8.35209e-04,1,0
8.30043e-04,1,0
8.24877e-04,1,0
8.19711e-04,1,0
8.14545e-04,1,0
8.09379e-04,1,0
8.04213e-04,1,0
7.99047e-04,1,0
7.93881e-04,1,0
7.88715e-04,1,0
7.83549e-04,1,0
7.78383e-04,1,0
7.73217e-04,1,0
7.68051e-04,1,0
7.62885e-04,1,0
7.57719e-04,1,0
7.52553e-04,1,0
7.47387e-04,1,0
7.42221e-04,1,0
7.37055e-04,1,0
7.31889e-04,1,0
7.26723e-04,1,0
7.21557e-04,1,0
7.16391e-04,1,0
7.11225e-04,1,0
7.06059e-04,1,0
7.00893e-04,1,0
6.95727e-04,1,0
6.90410e-04,1,0
6.82824e-04,1,0
6.75237e-04,1,0
6.67651e-04,1,0
6.60065e-04,1,0
6.52479e-04,1,0
6.44893e-04,1,0
6.37306e-04,1,0
6.29720e-04,1,0
6.22134e-04,1,0
6.14548e-04,1,0
6.06961e-04,1,0
