"sigma (Pa)","vtkValidPointMask","vtkGhostType"
4.63139e-02,1,0
4.51566e-02,1,0
4.39993e-02,1,0
4.28420e-02,1,0
4.16847e-02,1,0
4.05274e-02,1,0
3.93702e-02,1,0
3.82129e-02,1,0
3.70556e-02,1,0
3.58983e-02,1,0
3.47410e-02,1,0
3.35837e-02,1,0
3.24264e-02,1,0
3.12691e-02,1,0
3.01119e-02,1,0
2.89546e-02,1,0
2.77973e-02,1,0
2.66400e-02,1,0
2.54827e-02,1,0
2.43254e-02,1,0
2.31681e-02,1,0
2.20108e-02,1,0
2.08536e-02,1,0
1.96963e-02,1,0
1.85390e-02,1,0
1.73817e-02,1,0
1.62244e-02,1,0
1.50671e-02,1,0
1.39098e-02,1,0
1.27525e-02,1,0
1.15953e-02,1,0
1.04380e-02,1,0
1.02479e-02,1,0
1.02811e-02,1,0
1.03142e-02,1,0
1.03474e-02,1,0
1.03805e-02,1,0
1.04137e-02,1,0
1.04468e-02,1,0
1.04800e-02,1,0
1.05131e-02,1,0
1.05463e-02,1,0
1.05794e-02,1,0
1.06125e-02,1,0
1.06457e-02,1,0
1.06788e-02,1,0
1.07120e-02,1,0
1.07451e-02,1,0
1.07783e-02,1,0
1.08114e-02,1,0
1.08446e-02,1,0
1.08777e-02,1,0
1.09109e-02,1,0
1.09440e-02,1,0
1.09772e-02,1,0
1.10103e-02,1,0
1.10435e-02,1,0
1.10766e-02,1,0
1.11098e-02,1,0
1.11429e-02,1,0
1.11761e-02,1,0
1.12092e-02,1,0
1.12424e-02,1,0
1.12192e-02,1,0
1.11623e-02,1,0
1.11054e-02,1,0
1.10485e-02,1,0
1.09916e-02,1,0
1.09347e-02,1,0
1.08778e-02,1,0
1.08209e-02,1,0
1.07639e-02,1,0
1.07070e-02,1,0
1.06501e-02,1,0
1.05932e-02,1,0
1.05363e-02,1,0
1.04794e-02,1,0
1.04225e-02,1,0
1.03656e-02,1,0
1.03087e-02,1,0
1.02517e-02,1,0
1.01948e-02,1,0
1.01379e-02,1,0
1.00810e-02,1,0
1.00241e-02,1,0
9.96719e-03,1,0
9.91028e-03,1,0
9.85337e-03,1,0
9.79646e-03,1,0
9.73955e-03,1,0
9.68264e-03,1,0
9.62573e-03,1,0
9.56881e-03,1,0
9.51190e-03,1,0
9.44689e-03,1,0
9.37147e-03,1,0
9.29604e-03,1,0
9.22061e-03,1,0
9.14519e-03,1,0
9.06976e-03,1,0
8.99433e-03,1,0
8.91891e-03,1,0
8.84348e-03,1,0
8.76806e-03,1,0
8.69263e-03,1,0
8.61720e-03,1,0
8.54178e-03,1,0
8.46635e-03,1,0
8.39092e-03,1,0
8.31550e-03,1,0
8.24007e-03,1,0
8.16465e-03,1,0
8.08922e-03,1,0
8.01379e-03,1,0
7.93837e-03,1,0
7.86294e-03,1,0
7.78751e-03,1,0
7.71209e-03,1,0
7.63666e-03,1,0
7.56123e-03,1,0
7.48581e-03,1,0
7.41038e-03,1,0
7.33496e-03,1,0
7.25953e-03,1,0
7.18410e-03,1,0
7.11673e-03,1,0
7.07351e-03,1,0
7.03030e-03,1,0
6.98708e-03,1,0
6.94386e-03,1,0
6.90064e-03,1,0
6.85743e-03,1,0
6.81421e-03,1,0
6.77099e-03,1,0
6.72778e-03,1,0
6.68456e-03,1,0
6.64134e-03,1,0
6.59813e-03,1,0
6.55491e-03,1,0
6.51169e-03,1,0
6.46848e-03,1,0
6.42526e-03,1,0
6.38204e-03,1,0
6.33882e-03,1,0
6.29561e-03,1,0
6.25239e-03,1,0
6.20917e-03,1,0
6.16596e-03,1,0
6.12274e-03,1,0
6.07952e-03,1,0
