"sigma (Pa)","vtkValidPointMask","vtkGhostType"
5.23284e-03,1,0
5.10208e-03,1,0
4.97132e-03,1,0
4.84056e-03,1,0
4.70980e-03,1,0
4.57905e-03,1,0
4.44829e-03,1,0
4.31753e-03,1,0
4.18677e-03,1,0
4.05602e-03,1,0
3.92526e-03,1,0
3.79450e-03,1,0
3.66374e-03,1,0
3.53299e-03,1,0
3.40223e-03,1,0
3.27147e-03,1,0
3.14071e-03,1,0
3.00996e-03,1,0
2.87920e-03,1,0
2.74844e-03,1,0
2.61768e-03,1,0
2.48692e-03,1,0
2.35617e-03,1,0
2.22541e-03,1,0
2.09465e-03,1,0
1.96389e-03,1,0
1.83314e-03,1,0
1.70238e-03,1,0
1.57162e-03,1,0
1.44086e-03,1,0
1.31011e-03,1,0
1.17935e-03,1,0
1.15787e-03,1,0
1.16162e-03,1,0
1.16536e-03,1,0
1.16911e-03,1,0
1.17286e-03,1,0
1.17660e-03,1,0
1.18035e-03,1,0
1.18409e-03,1,0
1.18784e-03,1,0
1.19158e-03,1,0
1.19533e-03,1,0
1.19907e-03,1,0
1.20282e-03,1,0
1.20656e-03,1,0
1.21031e-03,1,0
1.21405e-03,1,0
1.21780e-03,1,0
1.22154e-03,1,0
1.22529e-03,1,0
1.22904e-03,1,0
1.23278e-03,1,0
1.23653e-03,1,0
1.24027e-03,1,0
1.24402e-03,1,0
1.24776e-03,1,0
1.25151e-03,1,0
1.25525e-03,1,0
1.25900e-03,1,0
1.26274e-03,1,0
1.26649e-03,1,0
1.27023e-03,1,0
1.26762e-03,1,0
1.26119e-03,1,0
1.25476e-03,1,0
1.24833e-03,1,0
1.24190e-03,1,0
1.23547e-03,1,0
1.22904e-03,1,0
1.22261e-03,1,0
1.21618e-03,1,0
1.20975e-03,1,0
1.20332e-03,1,0
1.19689e-03,1,0
1.19046e-03,1,0
1.18403e-03,1,0
1.17760e-03,1,0
1.17117e-03,1,0
1.16474e-03,1,0
1.15831e-03,1,0
1.15188e-03,1,0
1.14545e-03,1,0
1.13902e-03,1,0
1.13259e-03,1,0
1.12616e-03,1,0
1.11973e-03,1,0
1.11330e-03,1,0
1.10687e-03,1,0
1.10044e-03,1,0
1.09401e-03,1,0
1.08758e-03,1,0
1.08115e-03,1,0
1.07472e-03,1,0
1.06737e-03,1,0
