"sigma (Pa)","vtkValidPointMask","vtkGhostType"
4.62285e-02,1,0
4.50734e-02,1,0
4.39182e-02,1,0
4.27631e-02,1,0
4.16079e-02,1,0
4.04527e-02,1,0
3.92976e-02,1,0
3.81424e-02,1,0
3.69873e-02,1,0
3.58321e-02,1,0
3.46770e-02,1,0
3.35218e-02,1,0
3.23667e-02,1,0
3.12115e-02,1,0
3.00564e-02,1,0
2.89012e-02,1,0
2.77461e-02,1,0
2.65909e-02,1,0
2.54357e-02,1,0
2.42806e-02,1,0
2.31254e-02,1,0
2.19703e-02,1,0
2.08151e-02,1,0
1.96600e-02,1,0
1.85048e-02,1,0
1.73497e-02,1,0
1.61945e-02,1,0
1.50394e-02,1,0
1.38842e-02,1,0
1.27290e-02,1,0
1.15739e-02,1,0
1.04187e-02,1,0
1.02290e-02,1,0
1.02621e-02,1,0
1.02952e-02,1,0
1.03283e-02,1,0
1.03614e-02,1,0
1.03945e-02,1,0
1.04276e-02,1,0
1.04606e-02,1,0
1.04937e-02,1,0
1.05268e-02,1,0
1.05599e-02,1,0
1.05930e-02,1,0
1.06261e-02,1,0
1.06592e-02,1,0
1.06923e-02,1,0
1.07253e-02,1,0
1.07584e-02,1,0
1.07915e-02,1,0
1.08246e-02,1,0
1.08577e-02,1,0
1.08908e-02,1,0
1.09239e-02,1,0
1.09569e-02,1,0
1.09900e-02,1,0
1.10231e-02,1,0
1.10562e-02,1,0
1.10893e-02,1,0
1.11224e-02,1,0
1.11555e-02,1,0
1.11886e-02,1,0
1.12216e-02,1,0
1.11986e-02,1,0
1.11417e-02,1,0
1.10849e-02,1,0
1.10281e-02,1,0
1.09713e-02,1,0
1.09145e-02,1,0
1.08577e-02,1,0
1.08009e-02,1,0
1.07441e-02,1,0
1.06873e-02,1,0
1.06305e-02,1,0
1.05737e-02,1,0
1.05169e-02,1,0
1.04601e-02,1,0
1.04033e-02,1,0
1.03465e-02,1,0
1.02897e-02,1,0
1.02329e-02,1,0
1.01760e-02,1,0
1.01192e-02,1,0
1.00624e-02,1,0
1.00056e-02,1,0
9.94882e-03,1,0
9.89201e-03,1,0
9.83521e-03,1,0
9.77840e-03,1,0
9.72160e-03,1,0
9.66479e-03,1,0
9.60798e-03,1,0
9.55118e-03,1,0
9.49437e-03,1,0
9.42948e-03,1,0
9.35419e-03,1,0
9.27891e-03,1,0
9.20362e-03,1,0
9.12833e-03,1,0
9.05304e-03,1,0
8.97776e-03,1,0
8.90247e-03,1,0
8.82718e-03,1,0
8.75190e-03,1,0
8.67661e-03,1,0
8.60132e-03,1,0
8.52603e-03,1,0
8.45075e-03,1,0
8.37546e-03,1,0
8.30017e-03,1,0
8.22488e-03,1,0
8.14960e-03,1,0
8.07431e-03,1,0
7.99902e-03,1,0
7.92373e-03,1,0
7.84845e-03,1,0
7.77316e-03,1,0
7.69787e-03,1,0
7.62259e-03,1,0
7.54730e-03,1,0
7.47201e-03,1,0
7.39672e-03,1,0
7.32144e-03,1,0
7.24615e-03,1,0
7.17086e-03,1,0
7.10361e-03,1,0
7.06047e-03,1,0
7.01734e-03,1,0
6.97420e-03,1,0
6.93106e-03,1,0
6.88793e-03,1,0
6.84479e-03,1,0
6.80165e-03,1,0
6.75851e-03,1,0
6.71538e-03,1,0
6.67224e-03,1,0
6.62910e-03,1,0
6.58597e-03,1,0
6.54283e-03,1,0
6.49969e-03,1,0
6.45655e-03,1,0
6.41342e-03,1,0
6.37028e-03,1,0
6.32714e-03,1,0
6.28400e-03,1,0
6.24087e-03,1,0
6.19773e-03,1,0
6.15459e-03,1,0
6.11146e-03,1,0
6.06832e-03,1,0
6.02518e-03,1,0
5.98204e-03,1,0
5.93891e-03,1,0
5.89577e-03,1,0
5.85263e-03,1,0
5.80949e-03,1,0
5.76509e-03,1,0
5.70175e-03,1,0
5.63840e-03,1,0
5.57505e-03,1,0
5.51171e-03,1,0
5.44836e-03,1,0
5.38501e-03,1,0
5.32167e-03,1,0
5.25832e-03,1,0
5.19497e-03,1,0
5.13163e-03,1,0
5.06828e-03,1,0
5.00493e-03,1,0
4.94159e-03,1,0
4.87824e-03,1,0
4.81489e-03,1,0
4.75155e-03,1,0
4.68820e-03,1,0
4.62485e-03,1,0
4.56150e-03,1,0
4.49816e-03,1,0
4.43481e-03,1,0
4.37146e-03,1,0
4.30812e-03,1,0
4.24477e-03,1,0
4.18142e-03,1,0
4.11808e-03,1,0
4.05473e-03,1,0
3.99138e-03,1,0
3.92804e-03,1,0
3.86469e-03,1,0
3.80134e-03,1,0
3.74367e-03,1,0
3.68680e-03,1,0
3.62994e-03,1,0
3.57307e-03,1,0
3.51620e-03,1,0
3.45934e-03,1,0
3.40247e-03,1,0
3.34561e-03,1,0
3.28874e-03,1,0
3.23187e-03,1,0
3.17501e-03,1,0
3.11814e-03,1,0
3.06128e-03,1,0
3.00441e-03,1,0
2.94754e-03,1,0
2.89068e-03,1,0
2.83381e-03,1,0
2.77695e-03,1,0
2.72008e-03,1,0
2.66322e-03,1,0
2.60635e-03,1,0
2.54948e-03,1,0
2.49262e-03,1,0
2.43575e-03,1,0
2.37889e-03,1,0
2.32202e-03,1,0
2.26515e-03,1,0
2.20829e-03,1,0
2.15142e-03,1,0
2.09456e-03,1,0
2.03769e-03,1,0
1.98156e-03,1,0
1.92578e-03,1,0
1.86999e-03,1,0
1.81420e-03,1,0
1.75841e-03,1,0
1.70262e-03,1,0
1.64683e-03,1,0
1.59104e-03,1,0
1.53525e-03,1,0
1.47946e-03,1,0
1.42368e-03,1,0
1.36789e-03,1,0
1.31210e-03,1,0
1.25631e-03,1,0
1.20052e-03,1,0
1.14473e-03,1,0
1.08894e-03,1,0
1.03315e-03,1,0
