"vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,1.03632e+01,1.00000e-01,1.03632e+01,0.00000e+00
0,1.03886e+01,1.00000e-01,1.03886e+01,0.00000e+00
0,1.04140e+01,1.00000e-01,1.04140e+01,0.00000e+00
0,1.04394e+01,1.00000e-01,1.04394e+01,0.00000e+00
0,1.04648e+01,1.00000e-01,1.04648e+01,0.00000e+00
0,1.04902e+01,1.00000e-01,1.04902e+01,0.00000e+00
0,1.05156e+01,1.00000e-01,1.05156e+01,0.00000e+00
0,1.05410e+01,1.00000e-01,1.05410e+01,0.00000e+00
0,1.05664e+01,1.00000e-01,1.05664e+01,0.00000e+00
0,1.05918e+01,1.00000e-01,1.05918e+01,0.00000e+00
0,1.06172e+01,1.00000e-01,1.06172e+01,0.00000e+00
0,1.06426e+01,1.00000e-01,1.06426e+01,0.00000e+00
0,1.06680e+01,1.00000e-01,1.06680e+01,0.00000e+00
0,1.06934e+01,1.00000e-01,1.06934e+01,0.00000e+00
0,1.07188e+01,1.00000e-01,1.07188e+01,0.00000e+00
0,1.07442e+01,1.00000e-01,1.07442e+01,0.00000e+00
0,1.07696e+01,1.00000e-01,1.07696e+01,0.00000e+00
0,1.07950e+01,1.00000e-01,1.07950e+01,0.00000e+00
0,1.08204e+01,1.00000e-01,1.08204e+01,0.00000e+00
0,1.08458e+01,1.00000e-01,1.08458e+01,0.00000e+00
0,1.08712e+01,1.00000e-01,1.08712e+01,0.00000e+00
0,1.08966e+01,1.00000e-01,1.08966e+01,0.00000e+00
0,1.09220e+01,1.00000e-01,1.09220e+01,0.00000e+00
0,1.09474e+01,1.00000e-01,1.09474e+01,0.00000e+00
0,1.09728e+01,1.00000e-01,1.09728e+01,0.00000e+00
0,1.09982e+01,1.00000e-01,1.09982e+01,0.00000e+00
0,1.10236e+01,1.00000e-01,1.10236e+01,0.00000e+00
0,1.10490e+01,1.00000e-01,1.10490e+01,0.00000e+00
0,1.10744e+01,1.00000e-01,1.10744e+01,0.00000e+00
0,1.10998e+01,1.00000e-01,1.10998e+01,0.00000e+00
0,1.11252e+01,1.00000e-01,1.11252e+01,0.00000e+00
0,1.11506e+01,1.00000e-01,1.11506e+01,0.00000e+00
0,1.11760e+01,1.00000e-01,1.11760e+01,0.00000e+00
0,1.12014e+01,1.00000e-01,1.12014e+01,0.00000e+00
0,1.12268e+01,1.00000e-01,1.12268e+01,0.00000e+00
0,1.12522e+01,1.00000e-01,1.12522e+01,0.00000e+00
0,1.12776e+01,1.00000e-01,1.12776e+01,0.00000e+00
0,1.13030e+01,1.00000e-01,1.13030e+01,0.00000e+00
0,1.13284e+01,1.00000e-01,1.13284e+01,0.00000e+00
0,1.13538e+01,1.00000e-01,1.13538e+01,0.00000e+00
0,1.13792e+01,1.00000e-01,1.13792e+01,0.00000e+00
0,1.14046e+01,1.00000e-01,1.14046e+01,0.00000e+00
0,1.14300e+01,1.00000e-01,1.14300e+01,0.00000e+00
0,1.14554e+01,1.00000e-01,1.14554e+01,0.00000e+00
0,1.14808e+01,1.00000e-01,1.14808e+01,0.00000e+00
0,1.15062e+01,1.00000e-01,1.15062e+01,0.00000e+00
0,1.15316e+01,1.00000e-01,1.15316e+01,0.00000e+00
0,1.15570e+01,1.00000e-01,1.15570e+01,0.00000e+00
0,1.15824e+01,1.00000e-01,1.15824e+01,0.00000e+00
0,1.16078e+01,1.00000e-01,1.16078e+01,0.00000e+00
0,1.16332e+01,1.00000e-01,1.16332e+01,0.00000e+00
0,1.16586e+01,1.00000e-01,1.16586e+01,0.00000e+00
0,1.16840e+01,1.00000e-01,1.16840e+01,0.00000e+00
0,1.17094e+01,1.00000e-01,1.17094e+01,0.00000e+00
0,1.17348e+01,1.00000e-01,1.17348e+01,0.00000e+00
0,1.17602e+01,1.00000e-01,1.17602e+01,0.00000e+00
0,1.17856e+01,1.00000e-01,1.17856e+01,0.00000e+00
0,1.18110e+01,1.00000e-01,1.18110e+01,0.00000e+00
0,1.18364e+01,1.00000e-01,1.18364e+01,0.00000e+00
0,1.18618e+01,1.00000e-01,1.18618e+01,0.00000e+00
0,1.18872e+01,1.00000e-01,1.18872e+01,0.00000e+00
0,1.19126e+01,1.00000e-01,1.19126e+01,0.00000e+00
0,1.19380e+01,1.00000e-01,1.19380e+01,0.00000e+00
0,1.19634e+01,1.00000e-01,1.19634e+01,0.00000e+00
0,1.19888e+01,1.00000e-01,1.19888e+01,0.00000e+00
0,1.20142e+01,1.00000e-01,1.20142e+01,0.00000e+00
0,1.20396e+01,1.00000e-01,1.20396e+01,0.00000e+00
0,1.20650e+01,1.00000e-01,1.20650e+01,0.00000e+00
0,1.20904e+01,1.00000e-01,1.20904e+01,0.00000e+00
0,1.21158e+01,1.00000e-01,1.21158e+01,0.00000e+00
0,1.21412e+01,1.00000e-01,1.21412e+01,0.00000e+00
0,1.21666e+01,1.00000e-01,1.21666e+01,0.00000e+00
0,1.21920e+01,1.00000e-01,1.21920e+01,0.00000e+00
0,1.22174e+01,1.00000e-01,1.22174e+01,0.00000e+00
0,1.22428e+01,1.00000e-01,1.22428e+01,0.00000e+00
0,1.22682e+01,1.00000e-01,1.22682e+01,0.00000e+00
0,1.22936e+01,1.00000e-01,1.22936e+01,0.00000e+00
0,1.23190e+01,1.00000e-01,1.23190e+01,0.00000e+00
0,1.23444e+01,1.00000e-01,1.23444e+01,0.00000e+00
0,1.23698e+01,1.00000e-01,1.23698e+01,0.00000e+00
0,1.23952e+01,1.00000e-01,1.23952e+01,0.00000e+00
0,1.24206e+01,1.00000e-01,1.24206e+01,0.00000e+00
0,1.24460e+01,1.00000e-01,1.24460e+01,0.00000e+00
0,1.24714e+01,1.00000e-01,1.24714e+01,0.00000e+00
0,1.24968e+01,1.00000e-01,1.24968e+01,0.00000e+00
0,1.25222e+01,1.00000e-01,1.25222e+01,0.00000e+00
0,1.25476e+01,1.00000e-01,1.25476e+01,0.00000e+00
0,1.25730e+01,1.00000e-01,1.25730e+01,0.00000e+00
0,1.25984e+01,1.00000e-01,1.25984e+01,0.00000e+00
0,1.26238e+01,1.00000e-01,1.26238e+01,0.00000e+00
0,1.26492e+01,1.00000e-01,1.26492e+01,0.00000e+00
0,1.26746e+01,1.00000e-01,1.26746e+01,0.00000e+00
0,1.27000e+01,1.00000e-01,1.27000e+01,0.00000e+00
