"vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,6.07060e+00,1.00000e-01,6.07060e+00,0.00000e+00
0,6.09600e+00,1.00000e-01,6.09600e+00,0.00000e+00
0,6.12140e+00,1.00000e-01,6.12140e+00,0.00000e+00
0,6.14680e+00,1.00000e-01,6.14680e+00,0.00000e+00
0,6.17220e+00,1.00000e-01,6.17220e+00,0.00000e+00
0,6.19760e+00,1.00000e-01,6.19760e+00,0.00000e+00
0,6.22300e+00,1.00000e-01,6.22300e+00,0.00000e+00
0,6.24840e+00,1.00000e-01,6.24840e+00,0.00000e+00
0,6.27380e+00,1.00000e-01,6.27380e+00,0.00000e+00
0,6.29920e+00,1.00000e-01,6.29920e+00,0.00000e+00
0,6.32460e+00,1.00000e-01,6.32460e+00,0.00000e+00
0,6.35000e+00,1.00000e-01,6.35000e+00,0.00000e+00
0,6.37540e+00,1.00000e-01,6.37540e+00,0.00000e+00
0,6.40080e+00,1.00000e-01,6.40080e+00,0.00000e+00
0,6.42620e+00,1.00000e-01,6.42620e+00,0.00000e+00
0,6.45160e+00,1.00000e-01,6.45160e+00,0.00000e+00
0,6.47700e+00,1.00000e-01,6.47700e+00,0.00000e+00
0,6.50240e+00,1.00000e-01,6.50240e+00,0.00000e+00
0,6.52780e+00,1.00000e-01,6.52780e+00,0.00000e+00
0,6.55320e+00,1.00000e-01,6.55320e+00,0.00000e+00
0,6.57860e+00,1.00000e-01,6.57860e+00,0.00000e+00
0,6.60400e+00,1.00000e-01,6.60400e+00,0.00000e+00
0,6.62940e+00,1.00000e-01,6.62940e+00,0.00000e+00
0,6.65480e+00,1.00000e-01,6.65480e+00,0.00000e+00
0,6.68020e+00,1.00000e-01,6.68020e+00,0.00000e+00
0,6.70560e+00,1.00000e-01,6.70560e+00,0.00000e+00
0,6.73100e+00,1.00000e-01,6.73100e+00,0.00000e+00
0,6.75640e+00,1.00000e-01,6.75640e+00,0.00000e+00
0,6.78180e+00,1.00000e-01,6.78180e+00,0.00000e+00
0,6.80720e+00,1.00000e-01,6.80720e+00,0.00000e+00
0,6.83260e+00,1.00000e-01,6.83260e+00,0.00000e+00
0,6.85800e+00,1.00000e-01,6.85800e+00,0.00000e+00
0,6.88340e+00,1.00000e-01,6.88340e+00,0.00000e+00
0,6.90880e+00,1.00000e-01,6.90880e+00,0.00000e+00
0,6.93420e+00,1.00000e-01,6.93420e+00,0.00000e+00
0,6.95960e+00,1.00000e-01,6.95960e+00,0.00000e+00
0,6.98500e+00,1.00000e-01,6.98500e+00,0.00000e+00
0,7.01040e+00,1.00000e-01,7.01040e+00,0.00000e+00
0,7.03580e+00,1.00000e-01,7.03580e+00,0.00000e+00
0,7.06120e+00,1.00000e-01,7.06120e+00,0.00000e+00
0,7.08660e+00,1.00000e-01,7.08660e+00,0.00000e+00
0,7.11200e+00,1.00000e-01,7.11200e+00,0.00000e+00
0,7.13740e+00,1.00000e-01,7.13740e+00,0.00000e+00
0,7.16280e+00,1.00000e-01,7.16280e+00,0.00000e+00
0,7.18820e+00,1.00000e-01,7.18820e+00,0.00000e+00
0,7.21360e+00,1.00000e-01,7.21360e+00,0.00000e+00
0,7.23900e+00,1.00000e-01,7.23900e+00,0.00000e+00
0,7.26440e+00,1.00000e-01,7.26440e+00,0.00000e+00
0,7.28980e+00,1.00000e-01,7.28980e+00,0.00000e+00
0,7.31520e+00,1.00000e-01,7.31520e+00,0.00000e+00
0,7.34060e+00,1.00000e-01,7.34060e+00,0.00000e+00
0,7.36600e+00,1.00000e-01,7.36600e+00,0.00000e+00
0,7.39140e+00,1.00000e-01,7.39140e+00,0.00000e+00
0,7.41680e+00,1.00000e-01,7.41680e+00,0.00000e+00
0,7.44220e+00,1.00000e-01,7.44220e+00,0.00000e+00
0,7.46760e+00,1.00000e-01,7.46760e+00,0.00000e+00
0,7.49300e+00,1.00000e-01,7.49300e+00,0.00000e+00
0,7.51840e+00,1.00000e-01,7.51840e+00,0.00000e+00
0,7.54380e+00,1.00000e-01,7.54380e+00,0.00000e+00
0,7.56920e+00,1.00000e-01,7.56920e+00,0.00000e+00
0,7.59460e+00,1.00000e-01,7.59460e+00,0.00000e+00
0,7.62000e+00,1.00000e-01,7.62000e+00,0.00000e+00
0,7.64540e+00,1.00000e-01,7.64540e+00,0.00000e+00
0,7.67080e+00,1.00000e-01,7.67080e+00,0.00000e+00
0,7.69620e+00,1.00000e-01,7.69620e+00,0.00000e+00
0,7.72160e+00,1.00000e-01,7.72160e+00,0.00000e+00
0,7.74700e+00,1.00000e-01,7.74700e+00,0.00000e+00
0,7.77240e+00,1.00000e-01,7.77240e+00,0.00000e+00
0,7.79780e+00,1.00000e-01,7.79780e+00,0.00000e+00
0,7.82320e+00,1.00000e-01,7.82320e+00,0.00000e+00
0,7.84860e+00,1.00000e-01,7.84860e+00,0.00000e+00
0,7.87400e+00,1.00000e-01,7.87400e+00,0.00000e+00
0,7.89940e+00,1.00000e-01,7.89940e+00,0.00000e+00
0,7.92480e+00,1.00000e-01,7.92480e+00,0.00000e+00
0,7.95020e+00,1.00000e-01,7.95020e+00,0.00000e+00
0,7.97560e+00,1.00000e-01,7.97560e+00,0.00000e+00
0,8.00100e+00,1.00000e-01,8.00100e+00,0.00000e+00
0,8.02640e+00,1.00000e-01,8.02640e+00,0.00000e+00
0,8.05180e+00,1.00000e-01,8.05180e+00,0.00000e+00
0,8.07720e+00,1.00000e-01,8.07720e+00,0.00000e+00
0,8.10260e+00,1.00000e-01,8.10260e+00,0.00000e+00
0,8.12800e+00,1.00000e-01,8.12800e+00,0.00000e+00
0,8.15340e+00,1.00000e-01,8.15340e+00,0.00000e+00
0,8.17880e+00,1.00000e-01,8.17880e+00,0.00000e+00
0,8.20420e+00,1.00000e-01,8.20420e+00,0.00000e+00
0,8.22960e+00,1.00000e-01,8.22960e+00,0.00000e+00
0,8.25500e+00,1.00000e-01,8.25500e+00,0.00000e+00
0,8.28040e+00,1.00000e-01,8.28040e+00,0.00000e+00
0,8.30580e+00,1.00000e-01,8.30580e+00,0.00000e+00
0,8.33120e+00,1.00000e-01,8.33120e+00,0.00000e+00
0,8.35660e+00,1.00000e-01,8.35660e+00,0.00000e+00
0,8.38200e+00,1.00000e-01,8.38200e+00,0.00000e+00
0,8.40740e+00,1.00000e-01,8.40740e+00,0.00000e+00
0,8.43280e+00,1.00000e-01,8.43280e+00,0.00000e+00
0,8.45820e+00,1.00000e-01,8.45820e+00,0.00000e+00
0,8.48360e+00,1.00000e-01,8.48360e+00,0.00000e+00
0,8.50900e+00,1.00000e-01,8.50900e+00,0.00000e+00
0,8.53440e+00,1.00000e-01,8.53440e+00,0.00000e+00
0,8.55980e+00,1.00000e-01,8.55980e+00,0.00000e+00
0,8.58520e+00,1.00000e-01,8.58520e+00,0.00000e+00
0,8.61060e+00,1.00000e-01,8.61060e+00,0.00000e+00
0,8.63600e+00,1.00000e-01,8.63600e+00,0.00000e+00
0,8.66140e+00,1.00000e-01,8.66140e+00,0.00000e+00
0,8.68680e+00,1.00000e-01,8.68680e+00,0.00000e+00
0,8.71220e+00,1.00000e-01,8.71220e+00,0.00000e+00
0,8.73760e+00,1.00000e-01,8.73760e+00,0.00000e+00
0,8.76300e+00,1.00000e-01,8.76300e+00,0.00000e+00
0,8.78840e+00,1.00000e-01,8.78840e+00,0.00000e+00
0,8.81380e+00,1.00000e-01,8.81380e+00,0.00000e+00
0,8.83920e+00,1.00000e-01,8.83920e+00,0.00000e+00
0,8.86460e+00,1.00000e-01,8.86460e+00,0.00000e+00
0,8.89000e+00,1.00000e-01,8.89000e+00,0.00000e+00
0,8.91540e+00,1.00000e-01,8.91540e+00,0.00000e+00
0,8.94080e+00,1.00000e-01,8.94080e+00,0.00000e+00
0,8.96620e+00,1.00000e-01,8.96620e+00,0.00000e+00
0,8.99160e+00,1.00000e-01,8.99160e+00,0.00000e+00
0,9.01700e+00,1.00000e-01,9.01700e+00,0.00000e+00
0,9.04240e+00,1.00000e-01,9.04240e+00,0.00000e+00
0,9.06780e+00,1.00000e-01,9.06780e+00,0.00000e+00
0,9.09320e+00,1.00000e-01,9.09320e+00,0.00000e+00
0,9.11860e+00,1.00000e-01,9.11860e+00,0.00000e+00
0,9.14400e+00,1.00000e-01,9.14400e+00,0.00000e+00
0,9.16940e+00,1.00000e-01,9.16940e+00,0.00000e+00
0,9.19480e+00,1.00000e-01,9.19480e+00,0.00000e+00
0,9.22020e+00,1.00000e-01,9.22020e+00,0.00000e+00
0,9.24560e+00,1.00000e-01,9.24560e+00,0.00000e+00
0,9.27100e+00,1.00000e-01,9.27100e+00,0.00000e+00
0,9.29640e+00,1.00000e-01,9.29640e+00,0.00000e+00
0,9.32180e+00,1.00000e-01,9.32180e+00,0.00000e+00
0,9.34720e+00,1.00000e-01,9.34720e+00,0.00000e+00
0,9.37260e+00,1.00000e-01,9.37260e+00,0.00000e+00
0,9.39800e+00,1.00000e-01,9.39800e+00,0.00000e+00
0,9.42340e+00,1.00000e-01,9.42340e+00,0.00000e+00
0,9.44880e+00,1.00000e-01,9.44880e+00,0.00000e+00
0,9.47420e+00,1.00000e-01,9.47420e+00,0.00000e+00
0,9.49960e+00,1.00000e-01,9.49960e+00,0.00000e+00
0,9.52500e+00,1.00000e-01,9.52500e+00,0.00000e+00
0,9.55040e+00,1.00000e-01,9.55040e+00,0.00000e+00
0,9.57580e+00,1.00000e-01,9.57580e+00,0.00000e+00
0,9.60120e+00,1.00000e-01,9.60120e+00,0.00000e+00
0,9.62660e+00,1.00000e-01,9.62660e+00,0.00000e+00
0,9.65200e+00,1.00000e-01,9.65200e+00,0.00000e+00
0,9.67740e+00,1.00000e-01,9.67740e+00,0.00000e+00
0,9.70280e+00,1.00000e-01,9.70280e+00,0.00000e+00
0,9.72820e+00,1.00000e-01,9.72820e+00,0.00000e+00
0,9.75360e+00,1.00000e-01,9.75360e+00,0.00000e+00
0,9.77900e+00,1.00000e-01,9.77900e+00,0.00000e+00
0,9.80440e+00,1.00000e-01,9.80440e+00,0.00000e+00
0,9.82980e+00,1.00000e-01,9.82980e+00,0.00000e+00
0,9.85520e+00,1.00000e-01,9.85520e+00,0.00000e+00
0,9.88060e+00,1.00000e-01,9.88060e+00,0.00000e+00
0,9.90600e+00,1.00000e-01,9.90600e+00,0.00000e+00
0,9.93140e+00,1.00000e-01,9.93140e+00,0.00000e+00
0,9.95680e+00,1.00000e-01,9.95680e+00,0.00000e+00
0,9.98220e+00,1.00000e-01,9.98220e+00,0.00000e+00
0,1.00076e+01,1.00000e-01,1.00076e+01,0.00000e+00
0,1.00330e+01,1.00000e-01,1.00330e+01,0.00000e+00
0,1.00584e+01,1.00000e-01,1.00584e+01,0.00000e+00
0,1.00838e+01,1.00000e-01,1.00838e+01,0.00000e+00
0,1.01092e+01,1.00000e-01,1.01092e+01,0.00000e+00
0,1.01346e+01,1.00000e-01,1.01346e+01,0.00000e+00
0,1.01600e+01,1.00000e-01,1.01600e+01,0.00000e+00
0,1.01854e+01,1.00000e-01,1.01854e+01,0.00000e+00
0,1.02108e+01,1.00000e-01,1.02108e+01,0.00000e+00
0,1.02362e+01,1.00000e-01,1.02362e+01,0.00000e+00
0,1.02616e+01,1.00000e-01,1.02616e+01,0.00000e+00
0,1.02870e+01,1.00000e-01,1.02870e+01,0.00000e+00
0,1.03124e+01,1.00000e-01,1.03124e+01,0.00000e+00
0,1.03378e+01,1.00000e-01,1.03378e+01,0.00000e+00
