"sigma (Pa)","vtkValidPointMask","vtkGhostType"
4.62840e-02,1,0
4.51275e-02,1,0
4.39709e-02,1,0
4.28144e-02,1,0
4.16578e-02,1,0
4.05013e-02,1,0
3.93448e-02,1,0
3.81882e-02,1,0
3.70317e-02,1,0
3.58751e-02,1,0
3.47186e-02,1,0
3.35620e-02,1,0
3.24055e-02,1,0
3.12490e-02,1,0
3.00924e-02,1,0
2.89359e-02,1,0
2.77793e-02,1,0
2.66228e-02,1,0
2.54663e-02,1,0
2.43097e-02,1,0
2.31532e-02,1,0
2.19966e-02,1,0
2.08401e-02,1,0
1.96836e-02,1,0
1.85270e-02,1,0
1.73705e-02,1,0
1.62139e-02,1,0
1.50574e-02,1,0
1.39009e-02,1,0
1.27443e-02,1,0
1.15878e-02,1,0
1.04312e-02,1,0
1.02413e-02,1,0
1.02744e-02,1,0
1.03076e-02,1,0
1.03407e-02,1,0
1.03738e-02,1,0
1.04069e-02,1,0
1.04401e-02,1,0
1.04732e-02,1,0
1.05063e-02,1,0
1.05394e-02,1,0
1.05726e-02,1,0
1.06057e-02,1,0
1.06388e-02,1,0
1.06720e-02,1,0
1.07051e-02,1,0
1.07382e-02,1,0
1.07713e-02,1,0
1.08045e-02,1,0
1.08376e-02,1,0
1.08707e-02,1,0
1.09038e-02,1,0
1.09370e-02,1,0
1.09701e-02,1,0
1.10032e-02,1,0
1.10364e-02,1,0
1.10695e-02,1,0
1.11026e-02,1,0
1.11357e-02,1,0
1.11689e-02,1,0
1.12020e-02,1,0
1.12351e-02,1,0
1.12120e-02,1,0
1.11551e-02,1,0
1.10982e-02,1,0
1.10414e-02,1,0
1.09845e-02,1,0
1.09276e-02,1,0
1.08707e-02,1,0
1.08139e-02,1,0
1.07570e-02,1,0
1.07001e-02,1,0
1.06433e-02,1,0
1.05864e-02,1,0
1.05295e-02,1,0
1.04726e-02,1,0
1.04158e-02,1,0
1.03589e-02,1,0
1.03020e-02,1,0
1.02451e-02,1,0
1.01883e-02,1,0
1.01314e-02,1,0
1.00745e-02,1,0
1.00176e-02,1,0
9.96076e-03,1,0
9.90389e-03,1,0
9.84701e-03,1,0
9.79014e-03,1,0
9.73326e-03,1,0
9.67639e-03,1,0
9.61951e-03,1,0
9.56264e-03,1,0
9.50577e-03,1,0
9.44080e-03,1,0
9.36542e-03,1,0
9.29004e-03,1,0
9.21466e-03,1,0
9.13929e-03,1,0
9.06391e-03,1,0
8.98853e-03,1,0
8.91315e-03,1,0
8.83778e-03,1,0
8.76240e-03,1,0
8.68702e-03,1,0
8.61164e-03,1,0
8.53626e-03,1,0
8.46089e-03,1,0
8.38551e-03,1,0
8.31013e-03,1,0
8.23475e-03,1,0
8.15938e-03,1,0
8.08400e-03,1,0
8.00862e-03,1,0
7.93324e-03,1,0
7.85787e-03,1,0
7.78249e-03,1,0
7.70711e-03,1,0
7.63173e-03,1,0
7.55636e-03,1,0
7.48098e-03,1,0
7.40560e-03,1,0
7.33022e-03,1,0
7.25484e-03,1,0
7.17947e-03,1,0
7.11214e-03,1,0
7.06895e-03,1,0
7.02576e-03,1,0
6.98257e-03,1,0
6.93938e-03,1,0
6.89619e-03,1,0
6.85300e-03,1,0
6.80981e-03,1,0
6.76662e-03,1,0
6.72344e-03,1,0
6.68025e-03,1,0
6.63706e-03,1,0
6.59387e-03,1,0
6.55068e-03,1,0
6.50749e-03,1,0
6.46430e-03,1,0
6.42111e-03,1,0
6.37792e-03,1,0
6.33473e-03,1,0
6.29155e-03,1,0
6.24836e-03,1,0
6.20517e-03,1,0
6.16198e-03,1,0
6.11879e-03,1,0
6.07560e-03,1,0
6.03241e-03,1,0
5.98922e-03,1,0
5.94603e-03,1,0
5.90284e-03,1,0
5.85966e-03,1,0
5.81647e-03,1,0
5.77201e-03,1,0
5.70859e-03,1,0
5.64517e-03,1,0
5.58174e-03,1,0
5.51832e-03,1,0
5.45490e-03,1,0
5.39148e-03,1,0
5.32805e-03,1,0
5.26463e-03,1,0
5.20121e-03,1,0
