"sigma (Pa)","vtkValidPointMask","vtkGhostType"
4.03305e-03,1,0
3.93227e-03,1,0
3.83149e-03,1,0
3.73072e-03,1,0
3.62994e-03,1,0
3.52916e-03,1,0
3.42838e-03,1,0
3.32761e-03,1,0
3.22683e-03,1,0
3.12605e-03,1,0
3.02527e-03,1,0
2.92450e-03,1,0
2.82372e-03,1,0
2.72294e-03,1,0
2.62216e-03,1,0
2.52139e-03,1,0
2.42061e-03,1,0
2.31983e-03,1,0
2.21905e-03,1,0
2.11828e-03,1,0
2.01750e-03,1,0
1.91672e-03,1,0
1.81594e-03,1,0
1.71517e-03,1,0
1.61439e-03,1,0
1.51361e-03,1,0
1.41283e-03,1,0
1.31206e-03,1,0
1.21128e-03,1,0
1.11050e-03,1,0
1.00972e-03,1,0
9.08947e-04,1,0
8.92397e-04,1,0
8.95283e-04,1,0
8.98170e-04,1,0
9.01056e-04,1,0
9.03943e-04,1,0
9.06830e-04,1,0
9.09716e-04,1,0
9.12603e-04,1,0
9.15489e-04,1,0
9.18376e-04,1,0
9.21263e-04,1,0
9.24149e-04,1,0
9.27036e-04,1,0
9.29922e-04,1,0
9.32809e-04,1,0
9.35696e-04,1,0
9.38582e-04,1,0
9.41469e-04,1,0
9.44355e-04,1,0
9.47242e-04,1,0
9.50129e-04,1,0
9.53015e-04,1,0
9.55902e-04,1,0
9.58788e-04,1,0
9.61675e-04,1,0
9.64562e-04,1,0
9.67448e-04,1,0
9.70335e-04,1,0
9.73221e-04,1,0
9.76108e-04,1,0
9.78995e-04,1,0
9.76980e-04,1,0
9.72024e-04,1,0
9.67068e-04,1,0
9.62112e-04,1,0
9.57156e-04,1,0
9.52200e-04,1,0
9.47245e-04,1,0
9.42289e-04,1,0
9.37333e-04,1,0
9.32377e-04,1,0
9.27421e-04,1,0
9.22465e-04,1,0
9.17509e-04,1,0
9.12554e-04,1,0
9.07598e-04,1,0
9.02642e-04,1,0
8.97686e-04,1,0
8.92730e-04,1,0
8.87774e-04,1,0
8.82819e-04,1,0
8.77863e-04,1,0
8.72907e-04,1,0
8.67951e-04,1,0
8.62995e-04,1,0
8.58039e-04,1,0
8.53083e-04,1,0
8.48128e-04,1,0
8.43172e-04,1,0
8.38216e-04,1,0
8.33260e-04,1,0
8.28304e-04,1,0
8.22643e-04,1,0
8.16075e-04,1,0
8.09507e-04,1,0
8.02938e-04,1,0
7.96370e-04,1,0
7.89802e-04,1,0
7.83234e-04,1,0
7.76666e-04,1,0
7.70097e-04,1,0
7.63529e-04,1,0
7.56961e-04,1,0
7.50393e-04,1,0
7.43825e-04,1,0
7.37257e-04,1,0
7.30688e-04,1,0
7.24120e-04,1,0
7.17552e-04,1,0
7.10984e-04,1,0
7.04416e-04,1,0
6.97847e-04,1,0
6.91279e-04,1,0
6.84711e-04,1,0
6.78143e-04,1,0
6.71575e-04,1,0
6.65007e-04,1,0
6.58438e-04,1,0
6.51870e-04,1,0
6.45302e-04,1,0
6.38734e-04,1,0
6.32166e-04,1,0
6.25597e-04,1,0
6.19730e-04,1,0
6.15967e-04,1,0
6.12204e-04,1,0
6.08440e-04,1,0
6.04677e-04,1,0
6.00914e-04,1,0
5.97150e-04,1,0
5.93387e-04,1,0
5.89624e-04,1,0
5.85860e-04,1,0
5.82097e-04,1,0
5.78333e-04,1,0
5.74570e-04,1,0
5.70807e-04,1,0
5.67043e-04,1,0
5.63280e-04,1,0
5.59517e-04,1,0
5.55753e-04,1,0
5.51990e-04,1,0
5.48227e-04,1,0
5.44463e-04,1,0
5.40700e-04,1,0
5.36936e-04,1,0
5.33173e-04,1,0
5.29410e-04,1,0
5.25646e-04,1,0
5.21883e-04,1,0
5.18120e-04,1,0
5.14356e-04,1,0
5.10593e-04,1,0
5.06830e-04,1,0
5.02956e-04,1,0
4.97430e-04,1,0
4.91903e-04,1,0
4.86377e-04,1,0
4.80850e-04,1,0
4.75324e-04,1,0
4.69797e-04,1,0
4.64271e-04,1,0
4.58744e-04,1,0
4.53218e-04,1,0
4.47691e-04,1,0
4.42165e-04,1,0
4.36638e-04,1,0
4.31112e-04,1,0
4.25585e-04,1,0
4.20059e-04,1,0
4.14532e-04,1,0
4.09006e-04,1,0
4.03479e-04,1,0
3.97953e-04,1,0
3.92426e-04,1,0
3.86900e-04,1,0
3.81374e-04,1,0
3.75847e-04,1,0
3.70321e-04,1,0
3.64794e-04,1,0
3.59268e-04,1,0
3.53741e-04,1,0
3.48215e-04,1,0
3.42688e-04,1,0
3.37162e-04,1,0
3.31635e-04,1,0
3.26603e-04,1,0
3.21642e-04,1,0
3.16681e-04,1,0
3.11720e-04,1,0
3.06759e-04,1,0
3.01798e-04,1,0
2.96837e-04,1,0
2.91876e-04,1,0
2.86915e-04,1,0
2.81954e-04,1,0
2.76993e-04,1,0
2.72032e-04,1,0
2.67071e-04,1,0
2.62110e-04,1,0
2.57148e-04,1,0
2.52187e-04,1,0
2.47226e-04,1,0
2.42265e-04,1,0
2.37304e-04,1,0
2.32343e-04,1,0
2.27382e-04,1,0
2.22421e-04,1,0
2.17460e-04,1,0
2.12499e-04,1,0
2.07538e-04,1,0
2.02577e-04,1,0
1.97616e-04,1,0
1.92655e-04,1,0
1.87693e-04,1,0
1.82732e-04,1,0
1.77771e-04,1,0
1.72875e-04,1,0
1.68008e-04,1,0
1.63141e-04,1,0
1.58274e-04,1,0
1.53406e-04,1,0
1.48539e-04,1,0
1.43672e-04,1,0
1.38805e-04,1,0
1.33938e-04,1,0
1.29071e-04,1,0
1.24204e-04,1,0
1.19337e-04,1,0
1.14469e-04,1,0
1.09602e-04,1,0
1.04735e-04,1,0
9.98682e-05,1,0
9.50010e-05,1,0
9.01339e-05,1,0
8.52668e-05,1,0
8.03997e-05,1,0
7.55326e-05,1,0
7.06655e-05,1,0
6.57984e-05,1,0
6.09312e-05,1,0
5.60641e-05,1,0
5.11970e-05,1,0
4.63299e-05,1,0
4.14628e-05,1,0
3.65957e-05,1,0
3.17286e-05,1,0
2.68614e-05,1,0
2.16383e-05,1,0
1.60592e-05,1,0
1.04800e-05,1,0
4.90086e-06,1,0
-6.78290e-07,1,0
-6.25744e-06,1,0
-1.18366e-05,1,0
-1.74157e-05,1,0
-2.29949e-05,1,0
-2.85740e-05,1,0
-3.41532e-05,1,0
-3.97323e-05,1,0
-4.53115e-05,1,0
-5.08906e-05,1,0
-5.64698e-05,1,0
-6.20489e-05,1,0
-6.76281e-05,1,0
-7.32072e-05,1,0
-7.87864e-05,1,0
-8.43655e-05,1,0
-8.99447e-05,1,0
-9.55238e-05,1,0
-1.01103e-04,1,0
-1.06682e-04,1,0
-1.12261e-04,1,0
-1.17840e-04,1,0
-1.23420e-04,1,0
-1.28999e-04,1,0
-1.34578e-04,1,0
-1.40157e-04,1,0
-1.45736e-04,1,0
-1.51153e-04,1,0
-1.56213e-04,1,0
-1.61273e-04,1,0
-1.66333e-04,1,0
-1.71393e-04,1,0
-1.76453e-04,1,0
-1.81513e-04,1,0
-1.86572e-04,1,0
-1.91632e-04,1,0
-1.96692e-04,1,0
-2.01752e-04,1,0
-2.06812e-04,1,0
-2.11872e-04,1,0
-2.16932e-04,1,0
-2.21992e-04,1,0
-2.27052e-04,1,0
-2.32112e-04,1,0
-2.37172e-04,1,0
-2.42232e-04,1,0
-2.47292e-04,1,0
-2.52351e-04,1,0
-2.57411e-04,1,0
-2.62471e-04,1,0
-2.67531e-04,1,0
-2.72591e-04,1,0
-2.77651e-04,1,0
-2.82711e-04,1,0
-2.87771e-04,1,0
-2.92831e-04,1,0
-2.97891e-04,1,0
-3.02951e-04,1,0
-3.08037e-04,1,0
-3.13311e-04,1,0
-3.18586e-04,1,0
-3.23860e-04,1,0
-3.29134e-04,1,0
-3.34408e-04,1,0
-3.39682e-04,1,0
-3.44956e-04,1,0
-3.50230e-04,1,0
-3.55504e-04,1,0
-3.60778e-04,1,0
