"sigma (Pa)","vtkValidPointMask","vtkGhostType"
4.62251e-02,1,0
4.50701e-02,1,0
4.39150e-02,1,0
4.27599e-02,1,0
4.16049e-02,1,0
4.04498e-02,1,0
3.92947e-02,1,0
3.81397e-02,1,0
3.69846e-02,1,0
3.58295e-02,1,0
3.46744e-02,1,0
3.35194e-02,1,0
3.23643e-02,1,0
3.12092e-02,1,0
3.00542e-02,1,0
2.88991e-02,1,0
2.77440e-02,1,0
2.65890e-02,1,0
2.54339e-02,1,0
2.42788e-02,1,0
2.31237e-02,1,0
2.19687e-02,1,0
2.08136e-02,1,0
1.96585e-02,1,0
1.85035e-02,1,0
1.73484e-02,1,0
1.61933e-02,1,0
1.50383e-02,1,0
1.38832e-02,1,0
1.27281e-02,1,0
1.15730e-02,1,0
1.04180e-02,1,0
1.02283e-02,1,0
1.02614e-02,1,0
1.02944e-02,1,0
1.03275e-02,1,0
1.03606e-02,1,0
1.03937e-02,1,0
1.04268e-02,1,0
1.04599e-02,1,0
1.04930e-02,1,0
1.05260e-02,1,0
1.05591e-02,1,0
1.05922e-02,1,0
1.06253e-02,1,0
1.06584e-02,1,0
1.06915e-02,1,0
1.07246e-02,1,0
1.07576e-02,1,0
1.07907e-02,1,0
1.08238e-02,1,0
1.08569e-02,1,0
1.08900e-02,1,0
1.09231e-02,1,0
1.09561e-02,1,0
1.09892e-02,1,0
1.10223e-02,1,0
1.10554e-02,1,0
1.10885e-02,1,0
1.11216e-02,1,0
1.11547e-02,1,0
1.11877e-02,1,0
1.12208e-02,1,0
1.11977e-02,1,0
1.11409e-02,1,0
1.10841e-02,1,0
1.10273e-02,1,0
1.09705e-02,1,0
1.09137e-02,1,0
1.08569e-02,1,0
1.08001e-02,1,0
1.07433e-02,1,0
1.06865e-02,1,0
1.06297e-02,1,0
1.05729e-02,1,0
1.05161e-02,1,0
1.04593e-02,1,0
1.04025e-02,1,0
1.03457e-02,1,0
1.02889e-02,1,0
1.02321e-02,1,0
1.01753e-02,1,0
1.01185e-02,1,0
1.00617e-02,1,0
1.00049e-02,1,0
9.94809e-03,1,0
9.89129e-03,1,0
9.83449e-03,1,0
9.77769e-03,1,0
9.72089e-03,1,0
9.66408e-03,1,0
9.60728e-03,1,0
9.55048e-03,1,0
9.49368e-03,1,0
9.42879e-03,1,0
9.35351e-03,1,0
9.27823e-03,1,0
9.20295e-03,1,0
9.12766e-03,1,0
9.05238e-03,1,0
8.97710e-03,1,0
8.90182e-03,1,0
8.82654e-03,1,0
8.75126e-03,1,0
8.67597e-03,1,0
8.60069e-03,1,0
8.52541e-03,1,0
8.45013e-03,1,0
8.37485e-03,1,0
8.29956e-03,1,0
8.22428e-03,1,0
8.14900e-03,1,0
8.07372e-03,1,0
7.99844e-03,1,0
7.92316e-03,1,0
7.84787e-03,1,0
7.77259e-03,1,0
7.69731e-03,1,0
7.62203e-03,1,0
7.54675e-03,1,0
7.47146e-03,1,0
7.39618e-03,1,0
7.32090e-03,1,0
7.24562e-03,1,0
7.17034e-03,1,0
7.10309e-03,1,0
7.05996e-03,1,0
7.01682e-03,1,0
6.97369e-03,1,0
6.93056e-03,1,0
6.88742e-03,1,0
6.84429e-03,1,0
6.80115e-03,1,0
6.75802e-03,1,0
6.71489e-03,1,0
6.67175e-03,1,0
6.62862e-03,1,0
6.58548e-03,1,0
6.54235e-03,1,0
6.49922e-03,1,0
6.45608e-03,1,0
6.41295e-03,1,0
6.36981e-03,1,0
6.32668e-03,1,0
6.28355e-03,1,0
6.24041e-03,1,0
6.19728e-03,1,0
6.15414e-03,1,0
6.11101e-03,1,0
6.06787e-03,1,0
6.02474e-03,1,0
5.98161e-03,1,0
5.93847e-03,1,0
5.89534e-03,1,0
5.85220e-03,1,0
5.80907e-03,1,0
5.76467e-03,1,0
5.70133e-03,1,0
5.63799e-03,1,0
5.57465e-03,1,0
5.51130e-03,1,0
5.44796e-03,1,0
5.38462e-03,1,0
5.32128e-03,1,0
5.25794e-03,1,0
5.19459e-03,1,0
5.13125e-03,1,0
5.06791e-03,1,0
5.00457e-03,1,0
4.94122e-03,1,0
4.87788e-03,1,0
4.81454e-03,1,0
4.75120e-03,1,0
4.68786e-03,1,0
4.62451e-03,1,0
4.56117e-03,1,0
4.49783e-03,1,0
4.43449e-03,1,0
4.37114e-03,1,0
4.30780e-03,1,0
4.24446e-03,1,0
4.18112e-03,1,0
4.11778e-03,1,0
4.05443e-03,1,0
3.99109e-03,1,0
3.92775e-03,1,0
3.86441e-03,1,0
3.80107e-03,1,0
3.74339e-03,1,0
3.68653e-03,1,0
3.62967e-03,1,0
3.57281e-03,1,0
3.51595e-03,1,0
3.45908e-03,1,0
3.40222e-03,1,0
3.34536e-03,1,0
3.28850e-03,1,0
3.23164e-03,1,0
3.17478e-03,1,0
3.11791e-03,1,0
3.06105e-03,1,0
3.00419e-03,1,0
2.94733e-03,1,0
2.89047e-03,1,0
2.83361e-03,1,0
2.77674e-03,1,0
2.71988e-03,1,0
2.66302e-03,1,0
2.60616e-03,1,0
2.54930e-03,1,0
2.49244e-03,1,0
2.43557e-03,1,0
2.37871e-03,1,0
2.32185e-03,1,0
2.26499e-03,1,0
2.20813e-03,1,0
2.15126e-03,1,0
2.09440e-03,1,0
2.03754e-03,1,0
1.98142e-03,1,0
1.92564e-03,1,0
1.86985e-03,1,0
1.81407e-03,1,0
1.75828e-03,1,0
1.70250e-03,1,0
1.64671e-03,1,0
1.59093e-03,1,0
1.53514e-03,1,0
1.47936e-03,1,0
1.42357e-03,1,0
1.36779e-03,1,0
1.31200e-03,1,0
1.25622e-03,1,0
1.20043e-03,1,0
1.14465e-03,1,0
1.08886e-03,1,0
1.03308e-03,1,0
9.77293e-04,1,0
9.21508e-04,1,0
8.65723e-04,1,0
8.09938e-04,1,0
7.54153e-04,1,0
6.98369e-04,1,0
6.42584e-04,1,0
5.86799e-04,1,0
5.31014e-04,1,0
4.75229e-04,1,0
4.19444e-04,1,0
3.63659e-04,1,0
3.07875e-04,1,0
2.48009e-04,1,0
1.84063e-04,1,0
1.20117e-04,1,0
5.61716e-05,1,0
-7.77427e-06,1,0
-7.17202e-05,1,0
-1.35666e-04,1,0
-1.99612e-04,1,0
-2.63558e-04,1,0
-3.27504e-04,1,0
-3.91450e-04,1,0
-4.55395e-04,1,0
-5.19341e-04,1,0
-5.83287e-04,1,0
-6.47233e-04,1,0
-7.11179e-04,1,0
-7.75125e-04,1,0
-8.39071e-04,1,0
-9.03017e-04,1,0
-9.66963e-04,1,0
-1.03091e-03,1,0
-1.09485e-03,1,0
-1.15880e-03,1,0
-1.22275e-03,1,0
-1.28669e-03,1,0
-1.35064e-03,1,0
-1.41458e-03,1,0
-1.47853e-03,1,0
-1.54248e-03,1,0
-1.60642e-03,1,0
-1.67037e-03,1,0
-1.73245e-03,1,0
-1.79045e-03,1,0
-1.84844e-03,1,0
-1.90644e-03,1,0
-1.96443e-03,1,0
-2.02243e-03,1,0
-2.08042e-03,1,0
-2.13842e-03,1,0
-2.19641e-03,1,0
-2.25441e-03,1,0
-2.31240e-03,1,0
-2.37040e-03,1,0
-2.42839e-03,1,0
-2.48638e-03,1,0
-2.54438e-03,1,0
-2.60237e-03,1,0
-2.66037e-03,1,0
-2.71836e-03,1,0
-2.77636e-03,1,0
-2.83435e-03,1,0
-2.89235e-03,1,0
-2.95034e-03,1,0
-3.00834e-03,1,0
-3.06633e-03,1,0
-3.12433e-03,1,0
-3.18232e-03,1,0
-3.24032e-03,1,0
-3.29831e-03,1,0
-3.35631e-03,1,0
-3.41430e-03,1,0
-3.47229e-03,1,0
-3.53060e-03,1,0
-3.59105e-03,1,0
-3.65149e-03,1,0
-3.71194e-03,1,0
-3.77239e-03,1,0
-3.83284e-03,1,0
-3.89329e-03,1,0
-3.95374e-03,1,0
-4.01419e-03,1,0
-4.07464e-03,1,0
-4.13509e-03,1,0
-4.19554e-03,1,0
-4.25599e-03,1,0
-4.31644e-03,1,0
-4.37689e-03,1,0
-4.43734e-03,1,0
-4.49779e-03,1,0
-4.55823e-03,1,0
-4.61868e-03,1,0
-4.67913e-03,1,0
-4.73958e-03,1,0
-4.80003e-03,1,0
-4.86048e-03,1,0
-4.92093e-03,1,0
-4.98138e-03,1,0
-5.04183e-03,1,0
-5.10228e-03,1,0
-5.16273e-03,1,0
-5.22318e-03,1,0
-5.28363e-03,1,0
-5.34408e-03,1,0
-5.40453e-03,1,0
-5.44854e-03,1,0
-5.49145e-03,1,0
-5.53437e-03,1,0
-5.57728e-03,1,0
-5.62020e-03,1,0
-5.66311e-03,1,0
-5.70603e-03,1,0
-5.74894e-03,1,0
-5.79186e-03,1,0
-5.83477e-03,1,0
-5.87769e-03,1,0
-5.92060e-03,1,0
-5.96352e-03,1,0
-6.00643e-03,1,0
-6.04935e-03,1,0
-6.09226e-03,1,0
-6.13517e-03,1,0
-6.17809e-03,1,0
-6.22100e-03,1,0
-6.26392e-03,1,0
-6.30683e-03,1,0
-6.34975e-03,1,0
-6.39266e-03,1,0
-6.43558e-03,1,0
-6.47849e-03,1,0
-6.52141e-03,1,0
-6.56432e-03,1,0
-6.60724e-03,1,0
-6.65015e-03,1,0
-6.69307e-03,1,0
-6.73598e-03,1,0
-6.79589e-03,1,0
-6.86145e-03,1,0
-6.92702e-03,1,0
-6.99259e-03,1,0
-7.05815e-03,1,0
-7.12372e-03,1,0
-7.18929e-03,1,0
-7.25486e-03,1,0
-7.32042e-03,1,0
-7.38599e-03,1,0
-7.45156e-03,1,0
-7.51712e-03,1,0
-7.58269e-03,1,0
-7.64826e-03,1,0
-7.71382e-03,1,0
-7.77939e-03,1,0
-7.84496e-03,1,0
-7.91052e-03,1,0
-7.97609e-03,1,0
-8.04166e-03,1,0
-8.10722e-03,1,0
-8.17279e-03,1,0
-8.23836e-03,1,0
-8.30392e-03,1,0
-8.36949e-03,1,0
-8.43506e-03,1,0
-8.50062e-03,1,0
-8.56619e-03,1,0
-8.63176e-03,1,0
-8.69733e-03,1,0
-8.76289e-03,1,0
-8.81238e-03,1,0
-8.84937e-03,1,0
-8.88636e-03,1,0
-8.92335e-03,1,0
-8.96034e-03,1,0
-8.99732e-03,1,0
-9.03431e-03,1,0
-9.07130e-03,1,0
-9.10829e-03,1,0
-9.14528e-03,1,0
-9.18227e-03,1,0
-9.21925e-03,1,0
-9.25624e-03,1,0
-9.29323e-03,1,0
-9.33022e-03,1,0
-9.36721e-03,1,0
-9.40419e-03,1,0
-9.44118e-03,1,0
-9.47817e-03,1,0
-9.51516e-03,1,0
-9.55215e-03,1,0
-9.58914e-03,1,0
-9.62612e-03,1,0
-9.66311e-03,1,0
-9.70010e-03,1,0
-9.73709e-03,1,0
-9.77408e-03,1,0
-9.81106e-03,1,0
-9.84805e-03,1,0
-9.88504e-03,1,0
-9.92203e-03,1,0
-9.95830e-03,1,0
-9.99337e-03,1,0
-1.00284e-02,1,0
-1.00635e-02,1,0
-1.00986e-02,1,0
-1.01337e-02,1,0
-1.01687e-02,1,0
-1.02038e-02,1,0
-1.02389e-02,1,0
-1.02739e-02,1,0
-1.03090e-02,1,0
-1.03441e-02,1,0
-1.03792e-02,1,0
-1.04142e-02,1,0
-1.04493e-02,1,0
-1.04844e-02,1,0
-1.05195e-02,1,0
-1.05545e-02,1,0
-1.05896e-02,1,0
-1.06247e-02,1,0
-1.06597e-02,1,0
-1.06948e-02,1,0
-1.07299e-02,1,0
-1.07650e-02,1,0
-1.08000e-02,1,0
-1.08351e-02,1,0
-1.08702e-02,1,0
-1.09053e-02,1,0
-1.09403e-02,1,0
-1.09754e-02,1,0
-1.10105e-02,1,0
-1.12252e-02,1,0
-1.22186e-02,1,0
-1.32120e-02,1,0
-1.42053e-02,1,0
-1.51987e-02,1,0
-1.61921e-02,1,0
-1.71855e-02,1,0
-1.81788e-02,1,0
-1.91722e-02,1,0
-2.01656e-02,1,0
-2.11590e-02,1,0
-2.21523e-02,1,0
-2.31457e-02,1,0
-2.41391e-02,1,0
-2.51325e-02,1,0
-2.61258e-02,1,0
-2.71192e-02,1,0
-2.81126e-02,1,0
-2.91059e-02,1,0
-3.00993e-02,1,0
-3.10927e-02,1,0
-3.20861e-02,1,0
-3.30794e-02,1,0
-3.40728e-02,1,0
-3.50662e-02,1,0
-3.60596e-02,1,0
-3.70529e-02,1,0
-3.80463e-02,1,0
-3.90397e-02,1,0
-4.00331e-02,1,0
-4.10264e-02,1,0
-4.20198e-02,1,0
-1.26298e-07,1,0
-9.58094e-08,1,0
-6.53204e-08,1,0
-3.48315e-08,1,0
