"sigma (Pa)","vtkValidPointMask","vtkGhostType"
4.62302e-02,1,0
4.50750e-02,1,0
4.39198e-02,1,0
4.27646e-02,1,0
4.16094e-02,1,0
4.04542e-02,1,0
3.92990e-02,1,0
3.81438e-02,1,0
3.69886e-02,1,0
3.58334e-02,1,0
3.46782e-02,1,0
3.35230e-02,1,0
3.23678e-02,1,0
3.12126e-02,1,0
3.00574e-02,1,0
2.89022e-02,1,0
2.77471e-02,1,0
2.65919e-02,1,0
2.54367e-02,1,0
2.42815e-02,1,0
2.31263e-02,1,0
2.19711e-02,1,0
2.08159e-02,1,0
1.96607e-02,1,0
1.85055e-02,1,0
1.73503e-02,1,0
1.61951e-02,1,0
1.50399e-02,1,0
1.38847e-02,1,0
1.27295e-02,1,0
1.15743e-02,1,0
1.04191e-02,1,0
1.02294e-02,1,0
1.02625e-02,1,0
1.02956e-02,1,0
1.03287e-02,1,0
1.03617e-02,1,0
1.03948e-02,1,0
1.04279e-02,1,0
1.04610e-02,1,0
1.04941e-02,1,0
1.05272e-02,1,0
1.05603e-02,1,0
1.05934e-02,1,0
1.06265e-02,1,0
1.06595e-02,1,0
1.06926e-02,1,0
1.07257e-02,1,0
1.07588e-02,1,0
1.07919e-02,1,0
1.08250e-02,1,0
1.08581e-02,1,0
1.08912e-02,1,0
1.09243e-02,1,0
1.09573e-02,1,0
1.09904e-02,1,0
1.10235e-02,1,0
1.10566e-02,1,0
1.10897e-02,1,0
1.11228e-02,1,0
1.11559e-02,1,0
1.11890e-02,1,0
1.12221e-02,1,0
1.11990e-02,1,0
1.11421e-02,1,0
1.10853e-02,1,0
1.10285e-02,1,0
1.09717e-02,1,0
1.09149e-02,1,0
1.08581e-02,1,0
1.08013e-02,1,0
1.07445e-02,1,0
1.06877e-02,1,0
1.06309e-02,1,0
1.05741e-02,1,0
1.05173e-02,1,0
1.04605e-02,1,0
1.04036e-02,1,0
1.03468e-02,1,0
1.02900e-02,1,0
1.02332e-02,1,0
1.01764e-02,1,0
1.01196e-02,1,0
1.00628e-02,1,0
1.00060e-02,1,0
9.94918e-03,1,0
9.89237e-03,1,0
9.83556e-03,1,0
9.77876e-03,1,0
9.72195e-03,1,0
9.66514e-03,1,0
9.60833e-03,1,0
9.55152e-03,1,0
9.49471e-03,1,0
9.42982e-03,1,0
9.35453e-03,1,0
9.27924e-03,1,0
9.20395e-03,1,0
9.12866e-03,1,0
9.05337e-03,1,0
8.97808e-03,1,0
8.90279e-03,1,0
8.82750e-03,1,0
8.75221e-03,1,0
8.67692e-03,1,0
8.60163e-03,1,0
8.52634e-03,1,0
8.45105e-03,1,0
8.37576e-03,1,0
8.30047e-03,1,0
8.22518e-03,1,0
8.14989e-03,1,0
8.07460e-03,1,0
7.99931e-03,1,0
7.92402e-03,1,0
7.84873e-03,1,0
7.77344e-03,1,0
7.69815e-03,1,0
7.62286e-03,1,0
7.54757e-03,1,0
7.47228e-03,1,0
7.39699e-03,1,0
7.32170e-03,1,0
7.24641e-03,1,0
7.17112e-03,1,0
7.10387e-03,1,0
7.06073e-03,1,0
7.01759e-03,1,0
6.97445e-03,1,0
6.93131e-03,1,0
6.88817e-03,1,0
6.84504e-03,1,0
6.80190e-03,1,0
6.75876e-03,1,0
6.71562e-03,1,0
6.67248e-03,1,0
6.62934e-03,1,0
6.58620e-03,1,0
6.54306e-03,1,0
6.49992e-03,1,0
6.45679e-03,1,0
6.41365e-03,1,0
6.37051e-03,1,0
6.32737e-03,1,0
6.28423e-03,1,0
6.24109e-03,1,0
6.19795e-03,1,0
6.15481e-03,1,0
6.11168e-03,1,0
6.06854e-03,1,0
6.02540e-03,1,0
5.98226e-03,1,0
5.93912e-03,1,0
5.89598e-03,1,0
5.85284e-03,1,0
5.80970e-03,1,0
5.76530e-03,1,0
5.70195e-03,1,0
5.63860e-03,1,0
5.57525e-03,1,0
5.51191e-03,1,0
5.44856e-03,1,0
5.38521e-03,1,0
5.32186e-03,1,0
5.25851e-03,1,0
5.19516e-03,1,0
5.13181e-03,1,0
5.06846e-03,1,0
5.00511e-03,1,0
4.94176e-03,1,0
4.87841e-03,1,0
4.81507e-03,1,0
4.75172e-03,1,0
4.68837e-03,1,0
4.62502e-03,1,0
4.56167e-03,1,0
4.49832e-03,1,0
4.43497e-03,1,0
4.37162e-03,1,0
4.30827e-03,1,0
4.24492e-03,1,0
4.18157e-03,1,0
4.11823e-03,1,0
4.05488e-03,1,0
3.99153e-03,1,0
3.92818e-03,1,0
3.86483e-03,1,0
3.80148e-03,1,0
3.74380e-03,1,0
3.68693e-03,1,0
3.63007e-03,1,0
3.57320e-03,1,0
3.51633e-03,1,0
3.45946e-03,1,0
3.40259e-03,1,0
3.34573e-03,1,0
3.28886e-03,1,0
3.23199e-03,1,0
3.17512e-03,1,0
3.11825e-03,1,0
3.06139e-03,1,0
3.00452e-03,1,0
2.94765e-03,1,0
2.89078e-03,1,0
2.83391e-03,1,0
2.77705e-03,1,0
2.72018e-03,1,0
2.66331e-03,1,0
2.60644e-03,1,0
2.54958e-03,1,0
2.49271e-03,1,0
2.43584e-03,1,0
2.37897e-03,1,0
2.32210e-03,1,0
2.26524e-03,1,0
2.20837e-03,1,0
2.15150e-03,1,0
2.09463e-03,1,0
2.03776e-03,1,0
1.98164e-03,1,0
1.92585e-03,1,0
1.87005e-03,1,0
1.81426e-03,1,0
1.75847e-03,1,0
1.70268e-03,1,0
1.64689e-03,1,0
1.59110e-03,1,0
1.53531e-03,1,0
1.47952e-03,1,0
1.42373e-03,1,0
1.36794e-03,1,0
1.31215e-03,1,0
1.25635e-03,1,0
1.20056e-03,1,0
1.14477e-03,1,0
1.08898e-03,1,0
1.03319e-03,1,0
9.77399e-04,1,0
9.21608e-04,1,0
8.65818e-04,1,0
8.10027e-04,1,0
7.54236e-04,1,0
6.98445e-04,1,0
6.42654e-04,1,0
5.86863e-04,1,0
5.31072e-04,1,0
4.75281e-04,1,0
4.19490e-04,1,0
3.63699e-04,1,0
3.07908e-04,1,0
2.48036e-04,1,0
1.84083e-04,1,0
1.20131e-04,1,0
5.61777e-05,1,0
-7.77512e-06,1,0
-7.17280e-05,1,0
-1.35681e-04,1,0
-1.99634e-04,1,0
-2.63587e-04,1,0
-3.27539e-04,1,0
-3.91492e-04,1,0
-4.55445e-04,1,0
-5.19398e-04,1,0
-5.83351e-04,1,0
-6.47304e-04,1,0
-7.11257e-04,1,0
-7.75210e-04,1,0
-8.39162e-04,1,0
-9.03115e-04,1,0
-9.67068e-04,1,0
-1.03102e-03,1,0
-1.09497e-03,1,0
-1.15893e-03,1,0
-1.22288e-03,1,0
-1.28683e-03,1,0
-1.35079e-03,1,0
-1.41474e-03,1,0
-1.47869e-03,1,0
-1.54264e-03,1,0
-1.60660e-03,1,0
-1.67055e-03,1,0
-1.73264e-03,1,0
-1.79064e-03,1,0
-1.84864e-03,1,0
-1.90665e-03,1,0
-1.96465e-03,1,0
-2.02265e-03,1,0
-2.08065e-03,1,0
-2.13865e-03,1,0
-2.19665e-03,1,0
-2.25465e-03,1,0
-2.31265e-03,1,0
-2.37065e-03,1,0
-2.42865e-03,1,0
-2.48666e-03,1,0
-2.54466e-03,1,0
-2.60266e-03,1,0
-2.66066e-03,1,0
-2.71866e-03,1,0
-2.77666e-03,1,0
-2.83466e-03,1,0
-2.89266e-03,1,0
-2.95066e-03,1,0
-3.00867e-03,1,0
