"sigma (Pa)","vtkValidPointMask","vtkGhostType"
2.92313e-02,1,0
2.85008e-02,1,0
2.77704e-02,1,0
2.70400e-02,1,0
2.63095e-02,1,0
2.55791e-02,1,0
2.48487e-02,1,0
2.41183e-02,1,0
2.33878e-02,1,0
2.26574e-02,1,0
2.19270e-02,1,0
2.11966e-02,1,0
2.04661e-02,1,0
1.97357e-02,1,0
1.90053e-02,1,0
1.82748e-02,1,0
1.75444e-02,1,0
1.68140e-02,1,0
1.60836e-02,1,0
1.53531e-02,1,0
1.46227e-02,1,0
1.38923e-02,1,0
1.31618e-02,1,0
1.24314e-02,1,0
1.17010e-02,1,0
1.09706e-02,1,0
1.02401e-02,1,0
9.50970e-03,1,0
8.77927e-03,1,0
8.04884e-03,1,0
7.31841e-03,1,0
6.58798e-03,1,0
6.46803e-03,1,0
6.48895e-03,1,0
6.50987e-03,1,0
6.53079e-03,1,0
6.55171e-03,1,0
6.57264e-03,1,0
6.59356e-03,1,0
6.61448e-03,1,0
6.63540e-03,1,0
6.65632e-03,1,0
6.67725e-03,1,0
6.69817e-03,1,0
6.71909e-03,1,0
6.74001e-03,1,0
6.76093e-03,1,0
6.78186e-03,1,0
6.80278e-03,1,0
6.82370e-03,1,0
6.84462e-03,1,0
6.86554e-03,1,0
6.88647e-03,1,0
6.90739e-03,1,0
6.92831e-03,1,0
6.94923e-03,1,0
6.97015e-03,1,0
6.99107e-03,1,0
7.01200e-03,1,0
7.03292e-03,1,0
7.05384e-03,1,0
7.07476e-03,1,0
7.09568e-03,1,0
7.08108e-03,1,0
7.04516e-03,1,0
7.00924e-03,1,0
6.97332e-03,1,0
6.93740e-03,1,0
6.90148e-03,1,0
6.86556e-03,1,0
6.82964e-03,1,0
6.79372e-03,1,0
6.75780e-03,1,0
6.72188e-03,1,0
6.68596e-03,1,0
6.65004e-03,1,0
6.61412e-03,1,0
6.57820e-03,1,0
6.54229e-03,1,0
6.50637e-03,1,0
6.47045e-03,1,0
6.43453e-03,1,0
6.39861e-03,1,0
6.36269e-03,1,0
6.32677e-03,1,0
6.29085e-03,1,0
6.25493e-03,1,0
6.21901e-03,1,0
6.18309e-03,1,0
6.14717e-03,1,0
6.11125e-03,1,0
6.07533e-03,1,0
6.03941e-03,1,0
6.00349e-03,1,0
5.96246e-03,1,0
5.91485e-03,1,0
5.86725e-03,1,0
5.81964e-03,1,0
5.77204e-03,1,0
5.72443e-03,1,0
5.67682e-03,1,0
5.62922e-03,1,0
5.58161e-03,1,0
5.53401e-03,1,0
5.48640e-03,1,0
5.43880e-03,1,0
5.39119e-03,1,0
5.34358e-03,1,0
5.29598e-03,1,0
5.24837e-03,1,0
5.20077e-03,1,0
5.15316e-03,1,0
5.10555e-03,1,0
5.05795e-03,1,0
5.01034e-03,1,0
4.96274e-03,1,0
4.91513e-03,1,0
4.86753e-03,1,0
4.81992e-03,1,0
4.77231e-03,1,0
4.72471e-03,1,0
4.67710e-03,1,0
4.62950e-03,1,0
4.58189e-03,1,0
4.53429e-03,1,0
4.49176e-03,1,0
4.46449e-03,1,0
4.43721e-03,1,0
4.40993e-03,1,0
4.38266e-03,1,0
4.35538e-03,1,0
4.32810e-03,1,0
4.30083e-03,1,0
4.27355e-03,1,0
4.24627e-03,1,0
4.21900e-03,1,0
4.19172e-03,1,0
4.16444e-03,1,0
4.13717e-03,1,0
4.10989e-03,1,0
4.08261e-03,1,0
4.05534e-03,1,0
4.02806e-03,1,0
4.00078e-03,1,0
3.97351e-03,1,0
3.94623e-03,1,0
3.91895e-03,1,0
3.89168e-03,1,0
3.86440e-03,1,0
3.83712e-03,1,0
3.80985e-03,1,0
3.78257e-03,1,0
3.75529e-03,1,0
3.72802e-03,1,0
3.70074e-03,1,0
3.67347e-03,1,0
3.64539e-03,1,0
3.60533e-03,1,0
3.56528e-03,1,0
3.52522e-03,1,0
3.48517e-03,1,0
3.44511e-03,1,0
3.40506e-03,1,0
3.36500e-03,1,0
3.32495e-03,1,0
3.28489e-03,1,0
3.24483e-03,1,0
3.20478e-03,1,0
3.16472e-03,1,0
3.12467e-03,1,0
3.08461e-03,1,0
3.04456e-03,1,0
3.00450e-03,1,0
2.96445e-03,1,0
2.92439e-03,1,0
2.88434e-03,1,0
2.84428e-03,1,0
2.80422e-03,1,0
2.76417e-03,1,0
2.72411e-03,1,0
2.68406e-03,1,0
2.64400e-03,1,0
2.60395e-03,1,0
2.56389e-03,1,0
2.52384e-03,1,0
2.48378e-03,1,0
