0,0.5459
1,0.5464
2,0.5469
3,0.5477
4,0.5487
5,0.5502
6,0.5523
7,0.5553
8,0.5593
9,0.5644
10,0.5707
11,0.5782
12,0.5868
13,0.5965
14,0.6071
15,0.6182
16,0.6295
17,0.6407
18,0.6515
19,0.6614
20,0.6704
21,0.6780
22,0.6843
23,0.6893
24,0.6929
25,0.6953
26,0.6968
27,0.6976
28,0.6980
29,0.6981
30,0.6982
31,0.6984
32,0.6988
33,0.6994
34,0.7003
35,0.7013
36,0.7025
37,0.7036
38,0.7047
39,0.7056
40,0.7064
41,0.7069
42,0.7073
43,0.7074
44,0.7075
45,0.7074
46,0.7072
47,0.7069
48,0.7066
49,0.7063
50,0.7059
51,0.7055
52,0.7052
53,0.7049
54,0.7047
55,0.7045
56,0.7044
57,0.7042
58,0.7040
59,0.7036
60,0.7029
61,0.7018
62,0.7001
63,0.6977
64,0.6946
65,0.6907
66,0.6862
67,0.6810
68,0.6754
69,0.6695
70,0.6636
71,0.6580
72,0.6527
73,0.6480
74,0.6440
75,0.6406
76,0.6380
77,0.6360
78,0.6345
79,0.6334
80,0.6324
81,0.6316
82,0.6308
83,0.6300
84,0.6291
85,0.6282
86,0.6273
87,0.6265
88,0.6257
89,0.6249
90,0.6242
91,0.6234
92,0.6227
93,0.6218
94,0.6209
95,0.6198
96,0.6185
97,0.6172
98,0.6158
99,0.6144
100,0.6131
101,0.6119
102,0.6108
103,0.6098
104,0.6089
105,0.6079
106,0.6068
107,0.6054
108,0.6038
109,0.6017
110,0.5994
111,0.5969
112,0.5942
113,0.5916
114,0.5892
115,0.5872
116,0.5857
117,0.5846
118,0.5840
119,0.5838
120,0.5839
121,0.5839
122,0.5838
123,0.5833
124,0.5824
125,0.5809
126,0.5789
127,0.5765
128,0.5739
129,0.5713
130,0.5690
131,0.5670
132,0.5656
133,0.5648
134,0.5646
135,0.5649
136,0.5656
137,0.5664
138,0.5673
139,0.5680
140,0.5685
141,0.5687
142,0.5687
143,0.5684
144,0.5681
145,0.5678
146,0.5676
147,0.5676
148,0.5678
149,0.5680
150,0.5683
151,0.5685
152,0.5684
153,0.5680
154,0.5673
155,0.5662
156,0.5649
157,0.5635
158,0.5623
159,0.5614
160,0.5612
161,0.5617
162,0.5630
163,0.5651
164,0.5680
165,0.5715
166,0.5753
167,0.5793
168,0.5831
169,0.5867
170,0.5899
171,0.5926
172,0.5948
173,0.5965
174,0.5979
175,0.5988
176,0.5993
177,0.5995
178,0.5991
179,0.5982
180,0.5965
181,0.5940
182,0.5905
183,0.5861
184,0.5810
185,0.5751
186,0.5690
187,0.5629
188,0.5572
189,0.5524
190,0.5487
191,0.5465
192,0.5459
193,0.5469
194,0.5493
195,0.5531
196,0.5577
197,0.5630
198,0.5684
199,0.5737
200,0.5785
201,0.5827
202,0.5861
203,0.5886
204,0.5902
205,0.5910
206,0.5909
207,0.5901
208,0.5884
209,0.5859
210,0.5826
211,0.5786
212,0.5741
213,0.5690
214,0.5637
